#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
eunuch;Eunuch;Eunuque;Eunuch;;Eunuco;;;;;;;;;x
EVTDESCLoR.411;Anaximandros brings you to a small workshop in one of the seedier districts of Constantinople. Here, he explains, they will weaponize your chariot. While you watch, the craftsmen install a pair of extendable metal blades into its chassis, intended to shred the wheels of any chariot adjacent to yours.\n\nYou train extensively with the new chariot until you have mastered its new weapons. As you are about to leave for the Hippodrome on the eve of the race, Anaximandros hands you a flanged mace. "For good measure," he explains.;Anaximandros vous emmène dans un petit atelier dans l'un des quartiers les plus miteux de Constantinople. Ici, explique-t-il, on va armer votre char. Vous regardez les artisans installer une paire de lames télescopiques sur le châssis, celles-ci permettront de déchiqueter les roues d'un char à côté du vôtre.\n\nVous vous entraînez plus intensivement avec le nouveau char afin de maîtriser ses nouvelles armes. Comme vous êtes sur le point de partir pour l'hippodrome, à la veille de la course, Anaximandros vous met entre vos mains une grosse masse. «Pour faire bonne mesure» explique-t-il.;Anaximandros bringt Euch in eine kleine Werkstatt, die sich in einem der schäbigeren Stadtteile Konstantinopels befindet. Hier, so erklärt er Euch, wird man Euren Streitwagen bewaffnen. Unter Eurer Aufsicht installieren die Handwerker ein Paar ausfahrbare Metallklingen in das Fahrgestell Eures Wagens. Sie sollen die Räder der Streitwagen neben Euch zerbrechen.\n\nIhr übt mit dem neuen Streitwagen, bis Ihr seine neuen Waffen beherrscht. Als Ihr das Hippodrom am Vorabend des Rennens verlasst, gibt Euch Anaximandros eine kantige Keule. "Nur um sicher zu gehen", meint er.;;Anaximandros te lleva a un pequeño taller en uno de los barrios más sórdidos de Constantinopla. Aquí, explica, van a poner armas en tu carruaje. Mientras miras, los artesanos instalan un par de cuchillas metálicas extensibles en el chasis de tu carro. Con ellas quedarán destruidas las ruedas de cualquier carro que se te aproxime. \n\nAhora tienes que entrenar mucho con el nuevo carro con el fin de llegues a dominar sus nuevas armas. Cuando en la víspera de la carrera estás a punto de partir hacia el Hipódromo, Anaximandros te da una maza. "Por si acaso", te dice.;;;;;;;;;x
EVTOPTALoR.411;Let us hope it does not come to that.;Espérons que je n'aurai pas à l'employer.;So weit sollte es besser nicht kommen.;;Esperemos no llegar a eso.;;;;;;;;;x
EVTNAMELoR.412;The Day of the Third Race;Le Jour de la Troisième Course;Der Tag des Dritten Rennens;;El Día de la Tercera Competición;;;;;;;;;x
EVTDESCLoR.412;This is it, the final race of the season. The Hippodrome is filled to capacity and a deafening roar greets you as you ride your chariot into the arena. You line up next to Spyridon, your old foe from the Greens and the crowd's favorite. "Your Majesty," he says and spits on the ground.\n\nThe trumpets blow and the race begins, but it seems you weren't the only one to have brought arms. Everything turns into a huge melee as all the drivers hack and slash at each other using both handheld and chariot-mounted weaponry. Anaximandros has played both sides against each other - there can be no other explanation. The situation escalates further when the agitated crowds enter the fray. You spot Anaximandros climbing into Spyridon's chariot, and the two of them escape the Hippodrome through the unguarded exit.;Ça y est, la Course finale de la saison. L'hippodrome est plein à craquer et d'assourdissantes acclamations accueillent l'entrée de votre char dans l'arène. Vous vous alignez à côté de Spyridon, votre rival de toujours et grand favori de la foule. « Votre Majesté », vous salut-il, et crache par terre.\n\nLes trompettes retentissent et la course commence, mais il semble que vous n'étiez pas le seul à avoir des armes sur vous. La course se transforme en une mêlée furieuse où tous les coureurs s'attaquent à l'aide d'armes fixées au char ou tenues dans les mains. Anaximandros a armé les deux équipes et les a montées l'une contre l'autre - il ne peut y avoir d'autre explication. La situation dégénère encore lorsque la foule en colère fond dans la bagarre. Vous repérez Anaximandros qui grimpe sur le char Spyridon, et les deux tentent de s'échapper de l'hippodrome par une sortie non gardée.;Es ist so weit, das letzte Rennen der Saison. Das Hippodrom ist bis auf den letzten Platz ausverkauft und ein ohrenbetäubendes Tosen begrüßt Euch, als Ihr Euren Streitwagen in die Arena lenkt. Ihr nehmt Euren Platz neben Spyridon ein, Eurem alten grünen Rivalen, dem Liebling der Massen. Er begrüßt Euch mit "Eure Majestät" und spuckt auf den Boden.\n\nDie Fanfaren blasen und das Rennen beginnt, aber es scheint als wärt Ihr nicht der einzige gewesen der Waffen mitgebracht hat. Die Rennbahn wird schnell zu einem Schlachtfeld, alle Fahrer hacken aufeinander ein. Anaximandros hat beide Seiten gegeneinander ausgespielt, daran besteht kein Zweifel. Die Situation gerät weiter außer Kontrolle, als die wütenden Zuschauer eingreifen. Ihr seht wie Anaximandros auf Spyridons Streitwagen klettert und mit ihm aus dem Hippodrom in die unbewachte Stadt entkommt.;;Es el día de la última carrera de la temporada. El Hipódromo está lleno a rebosar y un rugido ensordecedor te da la bienvenida cuando entras en el estadio montando en tu carro. Te encuentras junto a Spyridon, tu viejo enemigo del equipo de los Verdes, y el favorito de la multitud. "Su Majestad", te dice y escupe en el suelo. \n\nLas trompetas suenan y empieza la carrera. Pero parece que no eres el único que ha traído armas. Todo se convierte en un enorme cuerpo a cuerpo cuando todos los corredores se golpean y acuchillan con armas de mano y con las montadas en los carros. Anaximandros ha jugado a dos bandos, el uno encontra el otro - no hay otra explicación. La situación se agrava aún más cuando las agitadas masas entran en la batalla. Descubres a Anaximandros subiendo al carro de Spyridon y ves como los dos se fugan del Hipódromo por la salida no vigilada.;;;;;;;;;x
EVTOPTALoR.412;Give chase!;Les pourchasser !;Nichts wie hinterher!;;¡Empieza la cacería!;;;;;;;;;x
EVTOPTBLoR.412;Stay behind.;Rester dans l'enceinte.;Zurückbleiben.;;Manténte atrás.;;;;;;;;;x
EVTTOOLTIPLoR.413;You remain at the Hippodrome to stifle this riot.;Vous restez à l'hippodrome pour tenter de stopper l'émeute.;Ihr verbleibt im Hippodrom, um den Aufstand niederzuschlagen.;;Te quedas en el Hipódromo para sofocar este desmadre.;;;;;;;;;x
EVTNAMELoR.413;Aftermath;Conséquences;Nachspiel;;Consequencias;;;;;;;;;x
EVTDESCLoR.413;As Spyridon and the traitor Anaximandros depart the Hippodrome leaving nothing but chaos in their wake, you rally the Varangian Guard to your side. Together with a squadron of cataphracts from the nearby garrison you finally manage to bring order to the madness. The cost of life is great, especially amongst the audience, but it can't be helped.\n\nYour career as a chariot racer is over, but despite everything, you have emerged through all this as the strongwilled leader many feel the Empire needs. You wonder what possible motive compelled Anaximandros to turn the Blue and Green factions against each other in open battle. For how long did he mastermind events with that purpose in mind? You will likely never know. He is now a wanted man throughout the Empire.;Tandis que Spyridon et le traître Anaximandros quittent l'hippodrome en laissant derrière eux un chaos indescriptible, vous ralliez un garde varègue qui se met à votre service. Ensemble, avec l'aide d'un escadron de cataphractaires de la garnison la plus proche, vous réussissez finalement à ramener l'ordre dans cette folie sanguinaire. Le coût humain est énorme, surtout parmi le public, mais on ne peut plus rien y faire. \n\nVotre carrière de coureur de char est terminée, mais malgré tout, vous avez pu ressentir à quel point l'Empire avait le besoin d'avoir un chef à la volonté de fer. Vous vous demandez quelle était la raison qui poussait Anaximandros de semer la zizanie entre les factions Bleues et les Verts jusqu'à organiser une bataille rangée. Depuis combien de temps manigançait-il ce complot ? Vous ne le saurez probablement jamais. Il est désormais l'homme le plus recherché de l'Empire.;Als Spyridon und der Verräter Anaximandros das Hippodrom verlassen und nichts als Chaos hinter sich zurücklassen ruft Ihr die Warägergarde zu Euch. Zusammen mit einer Einheit Kataphrakte, aus der nahegelegenen Garnison, gelingt es Euch endlich die Ordnung wiederherzustellen. Den Preis bezahlt das Publikum in Blut, aber was soll man machen?\n\nEure Karriere als Streitwagenfahrer ist beendet, aber trotz allem halten Euch viele für den starken Mann, den das Imperium braucht. Ihr fragt Euch welche Beweggründe Anaximandros hatte, die Blauen und Grünen zu einer offenen Schlacht zu bewegen. Wie lange hatte er es geplant und vorbereitet? Vermutlich werdet Ihr es nie erfahren, aber er wird ab jetzt im ganzen Imperium gesucht.;;Cuando Spiridon y el traidor Anaximandros salen del Hipódromo dejando nada más que caos a su paso, vuelves a formar la la Guardia varega a tu lado. Junto a un escuadrón de catapultas de la guarnición cercana finalmente logras poner orden a esa locura. El costo en vidas es grande, sobre todo en cuanto público, pero no puedes evitarlo. \n\nTu carrera como corredor de carros ha terminado, pero a pesar de todo, te has salido de todo esto como el voluntarioso líder que muchos sienten que el Imperio Romano necesita. Uno se pregunta qué motivo forzó a Anaximandros a provocar que las facciones Azul y Verde lucharan entre sí en una batalla abierta. ¿Durante cuánto tiempo estuvo planeando estos eventos? Probablemente jamás se sabrá.  Ahora él es un hombre buscado por todo el Imperio.;;;;;;;;;x
EVTOPTALoR.413;Bloody gnome.;Foutu gnome.;Verfluchter Zwerg.;;Maldito gnomo.;;;;;;;;;x
EVTTOOLTIPLoR.414;You pursue them outside the Hippodrome.;Vous les poursuivez en dehors de l'hippodrome.;Ihr verfolgt sie aus dem Hippodrom.;;Les estás persiguiendo fuera del Hipódromo.;;;;;;;;;x
EVTNAMELoR.414;The Chase Is On;La Chasse à l'homme;Die Jagd ist eröffnet;;Empieza la Caza;;;;;;;;;x
EVTDESCLoR.414;You leave the madness of the Hippodrome behind and steer your chariot out into the streets of Constantinople, in hot pursuit of Spyridon and the traitor Anaximandros. With blades unfolded, your chariot smashes through market stalls and pottery in the narrow back alleys while a hissing Anaximandros tries to give you a taste of the whip, without success.\n\nYou rush past the Hagia Sophia and onto the Augustaion square as terrified priests scramble to get out of the way. With a sharp turn you continue forward on the Mese, the main thoroughfare, and speed past oxcarts and the Forum of Constantine before Spyridon abruptly turns north, towards the Golden Horn. He finally loses control of his chariot at the docks, and it crashes into some stacked crates. You step out of your chariot and draw your mace.;Vous laissez derrière vous l'hippodrome et sa folie démentielle et conduisez votre char à travers les rues de Constantinople, à la poursuite effrénée de Spyridon et du traître Anaximandros. Dans ces ruelles étroites, votre char, lames déployées, accroche les étals de marché et fracasse les objets vendus. Un sifflement vous prévient qu'Anaximandros cherche à vous donner un avant-goût du fouet, sans succès.\n\nVous déboulez devant la basilique Sainte-Sophie et sur la place Augustaion, des prêtres terrorisés se démènent pour fuir la rue. Après un virage serré, vous continuez tout droit sur la Mese, l'artère principale en doublant les chars à boeufs, pour atteindre le Forum de Constantin. Soudain, Spyridon tourne brusquement au nord, vers la Corne d'Or. Il perd finalement le contrôle de son char sur les quais, et il se fracasse sur certaines caisses empilées. Vous sortez de votre char et sortez votre masse.;Ihr lasst den Wahnsinn im Hippodrom hinter Euch und lenkt Euren Streitwagen dicht hinter Spyridon und Anaximandros durch die Straßen Konstantinopels. In den engen Gasse zerschmettern eure ausgefahrenen Klingen Marktstände und Tonwaren, während Anaximandros versucht Euch mit seiner Peitsche zu erwischen.\n\nIhr passiert die Hagia Sophia, ängstliche Priester versuchen auf dem Augustaion verzweifelt auszuweichen, weiter auf der Mese, eine der wichtigsten Straßen Konstantinopels, an Ochsenkarren und dem konstantinischen Forum vorbei. Plötzlich lenkt Spyridon seinen Streitwagen Richtung Norden, in Richtung des Goldenen Horns. Bei den Kaimauern verliert er die Kontrolle über seinen Wagen und kracht in ein paar aufgestapelte Kisten. Ihr springt von Eurem Streitwagen und greift nach Eurem Streitkolben.;;Dejas la locura del Hipódromo atrás y, montado en tu carro, te introduces por las calles de Constantinopla en búsqueda de los traidores Spiridon y Anaximandros. Con las armas extendidas, tu carro destroza tenderetes y alfarerías en los estrechos callejones del mercado mientras que un sibilante Anaximandros intenta, sin éxito, darte un latigazo. \n\nTú sigues, a toda prisa, más allá de la iglesia de Santa Sofía y la plaza Augustaion, los sacerdotes, aterrorizados, luchan por abrirse paso. Después de un giro brusco sigues adelante por la Mese, la vía principal, adelantas carros tirados por bueyes y pasas velozmente ante el Foro de Constantino poco antes de que Spyridon se gire bruscamente hacia el norte, hacia el Cuerno Dorado. Finalmente, en el puerto, pierde el control de su carro y se estrella contra unas cajas apiladas. Tú sales de tu carro y desenfundas tu maza.;;;;;;;;;x
EVTOPTALoR.414;Give no quarter.;Pas de quartier;Zeigt kein Erbarmen.;;No darle cuartel.;;;;;;;;;x
EVTOPTBLoR.414;Show mercy.;Un peu de pitié;Zeigt Gnade.;;Muestra misericordia.;;;;;;;;;x
EVTTOOLTIPLoR.416;You show mercy.;Vous avez pitié d'eux.;Ihr zeigt Gnade.;;Muestras misericordia.;;;;;;;;;x
EVTNAMELoR.415;No Quarter Given;Pas de quartier;Kein Erbarmen;;Sin Cuartel.;;;;;;;;;x
EVTDESCLoR.415;Spyridon has been impaled on a nearby fence and his dead eyes glare at you accusingly. Anaximandros, however, lies wheezing on the docks with a broken leg. He curses your name as you approach him with your mace. "Why do all this?" you ask him. "What could you possibly gain?"\n\nThe little man grins wryly at you. "Eons ago, there were four chariot racing teams: the Blues, the Greens, the Whites and the Reds. Then the two most powerful teams all but absorbed the two weakest. Who speaks of the Whites today? Or the Reds? Where is their glory? The domination of the Blues and Greens had to end, Majesty. At any cost. If my nephew Spyridon and I could get them to wipe each other out..." You have heard enough. With a single blow, your mace forever silences Anaximandros.;Spyridon s'est empalé sur une clôture proche et ses yeux morts vous fixent d'un air accusateur. Anaximandros, quant à lui, gît sur les quais, une jambe cassée et le souffle court. Il maudit votre nom alors que vous vous approchez avec votre masse. « Pourquoi faire tout cela ? Qu'aviez-vous à y gagner ? », demandez-vous.\n\nAvec un sourire ironique, le nain vous dit : « Il y a des années, il existait quatre factions de course de chars : Les Bleus, les Verts, les Blancs et les Rouges. Puis, les deux équipes les plus puissantes ont chacune absorbé les deux plus faibles. Qui parle au nom des Blancs aujourd'hui ou des Rouges ? Où sont-ils ? Où est la Gloire ? La domination des Bleus et des Verts devait finir, Majesté. À n'importe quel prix. Si mon neveu Spyridon et moi-même avions pu les monter les uns contre les autres... ». Vous en avez assez entendu. D'un seul coup, votre masse impose le silence à jamais à Anaximandros.;Spyridon wurde von einem naheliegenden Zaun aufgespießt und seine leeren Augen starren Euch anklagend an. Anaximandros hingegen liegt wimmernd, mit gebrochenem Bein, auf den Docks. Er verflucht Euren Namen, als Ihr Euch mit erhobenem Streitkolben nähert. "Warum das alles", fragt Ihr ihn. "Was wäre für Euch dabei rausgesprungen?"\n\nDer kleine Mann grinst Euch trocken an. "Vor langer Zeit gab es vier Rennställe: die Blauen, die Grünen, die Weißen und die Roten. Die beiden mächtigsten Mannschaften haben die kleineren verdrängt. Wer spricht schon noch von den Weißen oder den Roten? Was bleibt von ihrem Ruhm übrig? Die Dominanz der Blauen und Grünen musste enden. Wenn wir, mein Neffe Spyridon und ich, sie dazu bringen konnten sich gegenseitig auszumerzen ..." Ihr habt genug gehört. Euer Streitkolben bringt Anaximandros zum Schweigen.;;Spyridon ha sido empalado en una valla cercana y sus ojos muertos te fulminan con mirada acusadora. Anaximandros, en cambio, se encuentra tumbado en los muelles silbando y sólo con una pierna rota. Maldice tu nombre cuando te le acercas con tu maza. "¿Por qué hacer todo esto?" tú le preguntas. "¿Qué sacas, con todo esto?" \n\nEl hombrecito te sonríe irónicamente. "Mucho tiempo atrás, había cuatro equipos de carreras de carros: los Azules , los Verdes, los Blancos y los Rojos. Los dos equipos más poderosos absorbieron a los dos más débiles. ¿Quien habla hoy en día de los Blancos? ¿Y de los Rojos?  ¿Dónde está su gloria? El dominio de  los Azules y los Verdes tenía que terminar, Su Majestad, esto a cualquier coste. Si mi sobrino Spyridon y yo podíamos conseguir que se eliminaran los unos a los otros..." Has oído lo suficiente. De un mazazo silencias para siempre a Anaximandros.";;;;;;;;;x
