#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#TITLE_CREATION_HAS_OWNER;You are not allowed to create or usurp titles while you hold a Temporary title;;Ihr dürft dieser Fraktion zurzeit nicht beitreten.;;No te está permitido unirte a esta facción ahora.;;;;;;;;;x
CAN_ONLY_JOIN_X_FACTIONS;§ROnly allowed to join §Y$NUM$§! Factions!§!;§RVous ne pouvez rejoindre que §Y$NUM$§! Factions !§!;Ihr dürft nur §Y$NUM$§! Fraktionen beitreten!;;¡Solo puedes unirte a §Y$NUM$§! Facciones!;;;;;;;;;x
EVTDESC37011;[From.GetBestName] - a disgruntled noble from the court of [From.Liege.GetTitledName] - has appeared in my realm, furious that [From.GetPossPronoun] [FromScope.GetLiegeRelation] would deny [From.GetObjectPronoun] a title of [From.GetPossPronoun] own. [From.GetTitledFirstName] intends to raise an army and take the [From.Liege.PrimaryTitle.GetFullName] by force!;[From.GetBestName] - un noble mécontent de la cour de [From.Liege.GetTitledName] - est venu en mon royaume, furieux face au refus de son [FromScope.GetLiegeRelation] de lui accorder un titre. [From.GetTitledFirstName] a l'intention de lever une armée pour s'emparer [From.Liege.GetDuDelaDesPrimaryTitleFullName][From.Liege.PrimaryTitle.GetFullName] par la force !;[From.GetBestName] - ein verärgerter Adliger vom Hofe von [From.Liege.GetTitledName] - ist in meinem Reich aufgetaucht, wütend, dass [From.GetPossPronoun] [FromScope.GetLiegeRelation] [From.GetObjectPronoun] einen Titel verweigerte. [From.GetTitledFirstName] hat vor, eine Armee auszuheben und [From.Liege.PrimaryTitle.GetFullName] mit Gewalt zu nehmen!;;[From.GetBestName] - un disgustado noble de la corte de [From.Liege.GetTitledName] - ha aparecido en mi reino, furioso porque su [FromScope.GetLiegeRelation] le ha denegado un título de su propiedad. ¡[From.GetTitledFirstName] pretende armar un ejército y tomar el [From.Liege.PrimaryTitle.GetFullName] por la fuerza!;;;;;;;;;x
EVTOPTA37011;I guess I can allow that...;Je peux fermer les yeux...;Ich schätze, das kann ich gestatten...;;Supongo que puedo permitirlo...;;;;;;;;;x
EVTDESC37012;[FromFrom.GetTitledFirstName] is so furious over my refusal to grant [FromFrom.GetObjectPronoun] a title that [FromFrom.GetSubjectPronoun] has left the realm for the court of [From.GetTitledName], letting it be known that [FromFrom.GetSubjectPronoun] is hiring troops to take what is 'rightfully' [FromFrom.GetPossPronoun] by force of arms!;[FromFrom.GetTitledFirstName] est si en colère devant mon refus de lui accorder un titre qu'[FromFrom.GetIlElle] a quitté le pays pour rejoindre la Cour de [From.GetTitledName] en faisant savoir à tous qu'[FromFrom.GetIlElle] allait lever des troupes pour prendre par la force ce qui lui revenait « de droit ».;[FromFrom.GetTitledFirstName] ist so wütend über meine Weigerung, [FromFrom.GetObjectPronoun] einen Titel zu gewähren, dass [FromFrom.GetSubjectPronoun] das Reich verlassen und sich dem Hof von [From.GetTitledName] angeschlossen hat. [FromFrom.GetSubjectPronoun] ließ wissen, dass [FromFrom.GetSubjectPronoun] eine Armee aufstellt und sich mit Gewalt nehmen wird, was Recht ist.;;[FromFrom.GetTitledFirstName] está tan furioso con mi rechazo a darle un título que [FromFrom.GetSubjectPronoun] ha abandonado el reino por la corte de [From.GetTitledName], ¡dejando claro que [FromFrom.GetSubjectPronoun] contrata tropas para conseguir lo que es [FromFrom.GetPossPronoun] 'por derecho' por la fuerza de las armas!;;;;;;;;;x
EVTOPTA37012;The traitorous git!;Quelle infâme trahison !;Dieser verräterische Narr!;;¡Cretino traidor!;;;;;;;;;x
nestorian_DESC;Nestorianism is an early Christian branch which states that Christ has two separate natures - one divine and one human. This is the opposite of the Monophysite position where Christ has but a single nature. The nominal head of the Nestorian Church is the Patriarch of the East.;Le nestorianisme est une branche du christianisme primitif qui déclare que le Christ possède deux natures séparées, l'une divine et l'autre humaine. Elle est à l'opposé de la position monophysite pour laquelle le Christ possède une nature unique. La personne à la tête de l'Église nestorienne est le patriarche de l'Est.;Der Nestorianismus ist ein frühchristlicher Zweig, welcher glaubt, dass Christus zwei Naturen hat - eine heilige und eine menschliche. Dies ist das Gegenteil des Monophysitischen Glaubens, laut dem Christus nur eine Natur hat. Das nominelle Oberhaupt ist der Patriarch des Ostens.;;El Nestorianismo es una rama temprana del cristianismo que proclama que Cristo tenía dos naturalezas separadas - una divina y una humana. Es lo contrario al monofisismo, en el que Cristo solo tenía una naturaleza. La cabeza nominal de la Iglesia Nestoriana es el Patriarca del Este.;;;;;;;;;x
THE_DEMIURGE;the Demiurge;le Démiurge;der Demiurg;;el Demiurgo;;;;;;;;;x
paulician;Paulician;paulicienne;Paulizianismus;;Pauliciano;;;;;;;;;x
paulician_DESC;Paulicianism is Christian Gnostic heresy influenced by Manichaeism, originating in Armenia. In the game, it is treated as an Orthodox heresy.;Le paulicianisme est une hérésie gnostique chrétienne influencée par le manichéisme et qui trouve ses origines en Arménie. En jeu, le paulicianisme est traité comme une hérésie orthodoxe.;Der Paulizianismus ist eine christlich-gnostische Häresie, beeinflusst vom Manichäismus, mit Ursprüngen in Armenien. Im Spiel wird er als orthodoxe Ketzerei behandelt.;;El Paulicianismo es una herejía gnóstica cristiana influenciada por el Maniqueísmo, de origen armenio. En el juego, se trata como una herejía ortodoxa.;;;;;;;;;x
d_paulician;The Paulician Patriarchate;Patriarcat paulicien;Das Paulizianische Patriarchat;;El Patriarcado Pauliciano;;;;;;;;;x
d_paulician_adj;Paulician;paulicienne;Paulizianisch;;Pauliciano;;;;;;;;;x
c_lori_adj;Lorian;lorienne;Lorianisch;;Loriano;;;;;;;;;x
messalian;Messalian;messalienne;Messalianismus;;Mesaliano;;;;;;;;;x
messalian_DESC;The Messalians, or Euchites ("Those who Pray"), are a heretical Christian sect that originated in Mesopotamia, influenced by dualistic faiths like Zoroastrianism. Messalians believe that God can be perceived by the carnal senses, and that this perception is necessary to reach perfection. Each person is born with an inner demon, and only intense prayer can drive it out. They also believe that Lucifer is the elder son of God and a force for good, and that incest is sacred since it was practised by the children of Adam and Eve. They have no formal rites and no strict church hierarchy.;Les messaliens, ou euchites (''ceux qui prient'') sont une secte hérétique issue du christianisme qui trouve ses origines en Mésopotamie, influencée par des fois dualistiques comme le zoroastrisme. Les messaliens croient que Dieu peut être perçu par les cinq sens et que cette perception est nécessaire pour atteindre la perfection. Chacun est né avec un démon intérieur et seule la prière intense permet de le chasser. Ils croient également que Lucifer est le fils aîné de Dieu et qu'il est une force bénéfique. Pour eux, l'inceste est sacré car il a été pratiqué par les enfants d'Adam et Eve. Ils ne possèdent ni rites officiels ni structure hiérarchique stricte.;Die Messalianiten oder Euchiten ("Jene, die beten") sind eine christlich-ketzerische Sekte mit Ursprung in Mesopotamien, beeinflusst von dualistischen Glauben wie dem Zoroastrianismus. Messalianiten glauben, dass Gott durch körperliche Sinne wahrgenommen werden kann und dass dies notwendig ist, um Vollkommenheit zu erreichen. Jede Person wird mit einem inneren Dämon geboren und nur intensive Gebete können ihn vertreiben. Sie glauben außerdem, dass Luzifer ein Sohn und eine Kraft Gottes ist und dass Inzest geheiligt ist, da die Kinder von Adam und Eva desgleichen taten. Sie haben keine formellen Riten und keine echte Kirchenhierarchie.;;Los Mesalianos, o Euchitas ('quienes no rezan'), son una secta herética cristiana originaria de Mesopotamia, influenciada por fes dualistas como el Zoroastrismo. Los Mesalianos creen que dios puede percibirse por los sentidos carnales, y que esa percepción es necesaria para la perfección. Cada persona nace con un demonio interior, y sólo con intensa oración puede expulsarse. También creen que Lucifer es el hijo mayor de Dios y una fuerza del bien, y que el incesto es sagrado pues lo practicaron los hijos de Adán y Eva. No tienen ritos formales ni jerarquía eclesiástica.;;;;;;;;;;;x
THE_ASCETICUS;The Asceticus;les Ascètes;der Asceticus;;Los Ascetas;;;;;;;;;x
THE_PANTOKRATOR;the Pantokrator;le Pantocrator;der Pantokrator;;el Pantocrátor;;;;;;;;;x
GENERAL_CLOSE_KIN_UNION;Since §Y[ActorExtra.GetFirstName]§! is §Y[RecipientExtra.GetFirstName]'s§! $RELATION$, it would be a sacred union, pleasing to all vassals of the Faith.;Puisque §Y[ActorExtra.GetFirstName]§! est $RELATION$ de §Y[RecipientExtra.GetFirstName]§!, cela constituerait une union sacrée et tous les vassaux de la même religion en seraient satisfaits.;Da §Y[ActorExtra.GetFirstName]§! §Y[RecipientExtra.GetFirstName]s§! $RELATION$ ist, wäre dies eine heilige Verbindung und erfreut alle Vasallen gleichen Glaubens.;;Como §Y[ActorExtra.GetFirstName]§! es $RELATION$ de §Y[RecipientExtra.GetFirstName]§!, será una unión sagrada, complaciendo a todos los vasallos de la Fe.;;;;;;;;;x
EVTDESC502;Like the children of Adam and Eve at the dawn of time, [From.GetTitledFirstName] and [From.GetPossPronoun] [GetFromVsNewRelation] [New.GetTitledFirstName] have formed a sacred union, pleasing to [From.Religion.GetRandomGodName]. We can collect a Royal Aid Duty to pay for the ceremonies.;Comme les enfants d'Adam et Eve à l'aube des temps, [From.GetTitledFirstName] et s[New.GetOnA] [GetFromVsNewRelation] [New.GetTitledFirstName] ont formé une union sacrée qui plaît à [From.Religion.GetRandomGodName]. Nous pouvons lever une contribution royale afin de financer la cérémonie.;Gleich den Kindern Adam und Evas am Anbeginn der Zeit gingen [From.GetTitledFirstName] und [From.GetPossPronoun] [GetFromVsNewRelation] [New.GetTitledFirstName] eine heilige Verbindung zum Gefallen von [From.Religion.GetRandomGodName] ein. Wir können eine Hilfssteuer erheben, um die Zeremonie zu bezahlen.;;Como los hijos de Adán y Eva en el amanecer de los tiempos, [From.GetTitledFirstName] y [From.GetPossPronoun] [GetFromVsNewRelation] [New.GetTitledFirstName] han formado una sagrada unión, complaciendo a [From.Religion.GetRandomGodName]. Podemos recolectar la Dote de Ayuda Real para pagar las ceremonias.;;;;;;;;;x
PAULICIAN_PATRIARCH;Paulician Patriarch;Patriarche paulicien;Paulizianischer Patriarch;;Patriarca Pauliciano;;;;;;;;;x
d_saint_addai;Order of Saint Addai;Ordre de saint Thaddée;Orden des Heiligen Thaddeus;;Orden de San Aday;;;;;;;;;x
d_saint_addai_adj;Addaian;thaddéenne;Thaddeusisch;;Adaianos;;;;;;;;;x
expelled_d_saint_addai;Expelled the Order of St Addai;Ordre de saint Thaddée expulsé;Vertrieb den Orden des Heiligen Thaddeus;;Expulsó a la Orden de San Aday;;;;;;;;;x
expel_order_of_addai;Expel the Order of St Addai;Expulser l'Ordre de saint Thaddée;Vertreibt den Orden des Heiligen Thaddeus;;Expulsar a la Orden de San Aday;;;;;;;;;x
expel_order_of_addai_desc;I can drive the Order of Saint Addai from my realm and seize their castles. However, it is a very impious thing to do...;Je peux expulser l'Ordre de saint Thaddée de mon royaume et m'emparer de ses commanderies. Mais ce serait un acte des plus impies...;Ich kann den Orden des Heiligen Thaddeus aus meinem Reich vertreiben und ihre Burgen beschlagnahmen. Allerdings ist das ausgesprochen gottlos...;;Puedo echar a la Orden de San Aday de mi reino y apoderarme de sus castillos. Aunque, es un acto muy impío...;;;;;;;;;x
donate_money_to_order_of_addai;Donate 300¤ to the Order of St Addai;Donner 300¤ à l'ordre de saint Thaddée;Spendet 300¤ an den Orden des Heiligen Thaddeus;;Donar 300¤ a la Orden de San Aday;;;;;;;;;x
donate_money_to_order_of_addai_desc;I can donate money to the Order of Saint Addai in exchange for Piety and lifelong respect from the [Root.Religion.GetName] Church.;Je peux donner de l'argent à l'Ordre de saint Thaddée en échange de piété et du respect permanent de l'Église [Root.Religion.GetName].;Ich kann dem Orden des Heiligen Thaddeus Geld spenden, im Austausch für Frömmigkeit und lebenslangen Respekt der [Root.Religion.GetName]en Kirche.;;Puedo donar dinero a la Orden de San Aday a cambio de Piedad y respeto vitalicio de la iglesia [Root.Religion.GetName].;;;;;;;;;x
EVTTITLE_SOA_2809;The Order of Saint Addai;L'Ordre de saint Thaddée;Der Orden des Heiligen Thaddeus;;La Orden de San Aday;;;;;;;;;x
EVTDESC_SOA_2809;The imperative to protect the Holy Places for Nestorian Christianity has caused the Catholicos, [Root.RelHead.GetTitledName], to declare the creation of a holy brotherhood of warrior monks - the Order of Saint Addai, named after the apostle who spread Christianity to Syria and Mesopotamia. They stand ready to smite heathens and infidels and protect the righteous in the name of any [Root.Religion.GetName] ruler who is willing to provide for their upkeep.;L'impératif de protéger les lieux sacrés de la chrétienté nestorienne a poussé le catholicossat, [Root.RelHead.GetTitledName], à déclarer la création d'une fraternité sacrée de moines guerriers, l'Ordre de saint Thaddée, du nom d'un apôtre qui a diffusé le christianisme en Syrie et en Mésopotamie. Ils sont prêts à châtier les païens et les infidèles, et à protéger les fidèles au nom de tout souverain [Root.Religion.GetName] prêt à financer leur fonctionnement.;Die Notwendigkeit, die heiligen Stätten der Nestorianischen Kirche zu schützen, hat den Katholikos [Root.RelHead.GetTitledName] veranlasst, eine heilige Bruderschaft von Kriegermönchen - den Orden des heiligen Thaddeus - zu gründen, benannt nach dem Apostel, der das Christentum nach Syrien und Mesopotamien brachte. Sie sind bereit, Heiden und Ungläubige zu zerschmettern und die Rechtschaffenen im Namen jedes [Root.Religion.GetName]en Herrschers zu beschützen, der willens ist, ihnen Unterhalt zu zahlen.;;El imperativo de proteger los Santos Lugares para la Cristiandad Nestoriana ha hecho que el católico, [Root.RelHead.GetTitledName], declare la creación de una sagrada hermandad de monjes guerreros - la Orden de San Aday, en honor al apóstol que extendió la cristiandad por Siria y Mesopotamia. Están dispuestos a aniquilar a herejes e infieles y proteger a los rectos en el nombre de cualquier gobernante [Root.Religion.GetName] que desee aportar su manutención.;;;;;;;;;x
EVTOPTA_SOA_2809;May they be ever victorious!;Qu'ils soient toujours victorieux !;Mögen sie stets siegreich sein!;;¡Qué siempre sean victoriosos!;;;;;;;;;x
EVTOPTB_SOA_2809;More sheep to the slaughter!;De pauvres innocents seront massacrés...;Mehr Schafe zum Schlachten!;;¡Más ovejas al matadero!;;;;;;;;;x
EVTDESC_SOA_2831;My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Order of Saint Addai in their struggle against the infidel, even though this will forever disinherit him.;M[From.GetOnA] [GetFromRelation], [From.GetTitledFirstName], a demandé à rejoindre l'Ordre de saint Thaddée dans sa lutte contre les infidèles, même si cela le déshéritera à jamais.;Mein [GetFromRelation] [From.GetTitledFirstName] bat, dem Orden des Heiligen Thaddeus in ihrem Kampf gegen die Ungläubigen beitreten zu dürfen, selbst wenn er dadurch auf immer enterbt wird.;;Mi [GetFromRelation], [From.GetTitledFirstName], ha solicitado unirse a la Orden de San Aday en su lucha contra los infieles, aunque lo desheredará para siempre.;;;;;;;;;x
EVTTOOLTIP_SOA_2832;[This.GetTitledFirstName] becomes a Knight of Saint Addai.;[This.GetTitledFirstName] devient chevalier de saint Thaddée.;[This.GetTitledFirstName] wird ein Ritter des heiligen Thaddeus.;;[This.GetTitledFirstName] se convierte en caballero de San Aday.;;;;;;;;;x
EVTDESC_SOA_2853;Most righteous [Root.GetTitledFirstName], the Order of Saint Addai needs more castles in order to train troops and generate a supporting income. There is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\n\nPax Christi,\nGrand Master [From.GetFirstName];Très illustre [Root.GetTitledFirstName], l'Ordre de saint Thaddée a besoin de davantage de châteaux afin d'entraîner des troupes et de générer le revenu nécessaire à son fonctionnement. Il existe un endroit où vous pouvez vous établir, à [FromFrom.GetName], pour être précis. Je suis prêt à vous payer 100 or en échange du droit d'édifier une forteresse à cet endroit.\n\nPax Christi,\n\nGrand Maître [From.GetFirstName];Oh rechtschaffener [Root.GetTitledFirstName], der Orden des Heiligen Thaddeus benötigt mehr Burgen, um Truppen auszubilden und versorgen zu können. Es gibt einen passenden Ort in Eurer Domäne - in [FromFrom.GetName], um genau zu sein. Ich bin bereit, Euch 100 Gold für das Recht zu zahlen, dort eine Festung zu errichten.\n\nPax Christi\nGroßmeister [From.GetFirstName];;Mi recto [Root.GetTitledFirstName], la Orden de San Aday necesita más castillos para entrenar tropas y generar ingresos. Hay una ubicación perfecta en vuestra heredad - en [FromFrom.GetName] para ser más exactos. Deseo pagaros 100 oros a cambio del derecho a construir una fortaleza allí.\n\nPax Christi,\nGran Maestro [From.GetFirstName];;;;;;;;;x
